Accuracy,Sensitivity,Specificity,Precision,F1,MCC,AUC,AUPRC
0.8283660130718953,0.9394913453706779,0.49557183557183554,0.848005621139257,0.8907519582531218,0.4968856618762564,0.8555387995593389,0.9388164319805756
